species	abundance	interval	survey	region	EPID	PlotID	date	time	temperature	wind_speed	sunshine	cloud_cover	flower_cover	veg_hight	but_moth	activity
Polyommatus icarus	1	5	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Polyommatus icarus	2	6	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Polyommatus icarus	1	1	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Polyommatus icarus	2	4	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Polyommatus icarus	1	2	1	H	HEG39	H20436	03.06.08	15:15	22	2	10	60	20	60	B	day
Polyommatus icarus	2	1	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Polyommatus icarus	5	2	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Polyommatus icarus	3	3	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Polyommatus icarus	3	4	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Polyommatus icarus	5	5	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Polyommatus icarus	1	6	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Polyommatus icarus	1	1	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Polyommatus icarus	1	2	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Polyommatus icarus	1	3	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Polyommatus icarus	1	5	2	H	HEG42	H13708	15.07.08	11:25	21.5	2	20	60	15	25	B	day
Polyommatus icarus	1	4	3	H	HEG42	H13708	17.08.08	12:50	22	1.5	25	20	10	17	B	day
Polyommatus icarus	1	5	3	H	HEG42	H13708	17.08.08	12:50	22	1.5	25	20	10	17	B	day
Polyommatus icarus	2	6	3	H	HEG42	H13708	17.08.08	12:50	22	1.5	25	20	10	17	B	day
Polyommatus icarus	2	1	1	H	HEG43	H19577	02.06.08	10:30	25	2	30	0	17	25	B	day
Polyommatus icarus	1	3	1	H	HEG43	H19577	02.06.08	10:30	25	2	30	0	17	25	B	day
Polyommatus icarus	1	4	1	H	HEG43	H19577	02.06.08	10:30	25	2	30	0	17	25	B	day
Polyommatus icarus	1	5	1	H	HEG43	H19577	02.06.08	10:30	25	2	30	0	17	25	B	day
Polyommatus icarus	1	6	1	H	HEG43	H19577	02.06.08	10:30	25	2	30	0	17	25	B	day
Polyommatus icarus	4	3	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Polyommatus icarus	3	4	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Polyommatus icarus	2	5	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Polyommatus icarus	5	6	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Polyommatus icarus	5	1	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Polyommatus icarus	2	2	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Polyommatus icarus	1	1	1	H	HEG44	H20215	04.06.08	12:20	22	3	20	30	5	10	B	day
Polyommatus icarus	1	5	1	H	HEG44	H20215	04.06.08	12:20	22	3	20	30	5	10	B	day
Polyommatus icarus	1	4	2	H	HEG44	H20215	15.07.08	14:20	24	2	25	50	7	20	B	day
Polyommatus icarus	1	1	3	H	HEG44	H20215	17.08.08	14:05	22	1	5	50	2	15	B	day
Polyommatus icarus	1	4	3	H	HEG44	H20215	17.08.08	14:05	22	1	5	50	2	15	B	day
Polyommatus icarus	1	5	3	H	HEG44	H20215	17.08.08	14:05	22	1	5	50	2	15	B	day
Polyommatus icarus	1	1	1	H	HEG45	H20258	06.06.08	14:15	22	3	20	30	15	30	B	day
Polyommatus icarus	3	4	1	H	HEG45	H20258	06.06.08	14:15	22	3	20	30	15	30	B	day
Polyommatus icarus	2	5	1	H	HEG45	H20258	06.06.08	14:15	22	3	20	30	15	30	B	day
Polyommatus icarus	4	1	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Polyommatus icarus	5	2	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Polyommatus icarus	1	3	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Polyommatus icarus	3	5	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Polyommatus icarus	4	6	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Polyommatus icarus	2	1	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Polyommatus icarus	2	2	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Polyommatus icarus	1	5	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Polyommatus icarus	1	6	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Polyommatus icarus	2	1	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Polyommatus icarus	1	2	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Polyommatus icarus	1	4	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Polyommatus icarus	2	5	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Polyommatus icarus	2	6	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Polyommatus icarus	1	2	1	H	HEG48	H5053	31.05.08	12:45	25	2	30	20	5	80	B	day
Polyommatus icarus	1	4	1	H	HEG48	H5053	31.05.08	12:45	25	2	30	20	5	80	B	day
Polyommatus icarus	1	6	1	H	HEG48	H5053	31.05.08	12:45	25	2	30	20	5	80	B	day
Polyommatus icarus	1	6	3	H	HEG49	H8020	07.08.08	16:10	30	2.5	30	10	4	12	B	day
Polyommatus icarus	1	5	3	H	HEG49	H8020	07.08.08	16:10	30	2.5	30	10	4	12	B	day
Polyommatus icarus	1	1	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Polyommatus icarus	2	3	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Polyommatus icarus	1	4	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Polyommatus icarus	3	5	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Polyommatus icarus	1	6	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Polyommatus icarus	1	3	3	S	SEG21	S988	23.07.08	10:50	19.5	0.5	5	90	10	9	B	day
Polyommatus icarus	1	2	3	S	SEG25	S1007	23.07.08	14:40	22	1.5	30	30	8	17	B	day
Polyommatus icarus	1	3	3	S	SEG25	S1007	23.07.08	14:40	22	1.5	30	30	8	17	B	day
Polyommatus icarus	1	4	3	S	SEG28	S1042	27.07.08	10:30	26	1	30	0	2	15	B	day
Polyommatus icarus	6	3	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Polyommatus icarus	4	4	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Polyommatus icarus	3	5	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Polyommatus icarus	2	6	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Polyommatus icarus	1	1	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Polyommatus icarus	1	2	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Polyommatus icarus	1	6	3	S	SEG32	S701	26.07.08	13:00	28	1.5	25	40	3	17	B	day
Polyommatus icarus	2	3	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Polyommatus icarus	1	4	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Polyommatus icarus	1	5	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Polyommatus icarus	1	3	2	S	SEG36	S1035	12.06.08	14:00	19	1.5	20	40	1	10	B	day
Polyommatus icarus	1	1	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Polyommatus icarus	1	2	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Polyommatus icarus	2	3	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Polyommatus icarus	3	1	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Polyommatus icarus	5	2	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Polyommatus icarus	5	3	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Polyommatus icarus	2	4	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Polyommatus icarus	4	5	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Polyommatus icarus	5	6	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Polyommatus icarus	3	3	3	S	SEG38	S1044	26.07.08	10:45	24	1	30	0	9	15	B	day
Polyommatus icarus	3	4	3	S	SEG38	S1044	26.07.08	10:45	24	1	30	0	9	15	B	day
Polyommatus icarus	1	3	3	S	SEG40	S850	26.07.08	16:45	30	2.5	30	0	10	10	B	day
Polyommatus icarus	1	3	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Polyommatus icarus	7	4	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Polyommatus icarus	7	5	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Polyommatus icarus	4	6	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Polyommatus icarus	4	1	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Polyommatus icarus	4	2	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Polyommatus icarus	3	3	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Polyommatus icarus	6	4	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Polyommatus icarus	6	5	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Polyommatus icarus	3	6	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Polyommatus icarus	1	1	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Polyommatus icarus	1	2	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Polyommatus icarus	3	3	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Polyommatus icarus	3	4	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Polyommatus icarus	5	5	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Polyommatus icarus	2	6	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Polyommatus semiargus	1	4	2	A	AEG10	A8338	29.06.08	15:10	25	1.5	25	30	20	8	B	day
Polyommatus semiargus	1	4	3	A	AEG12	A20771	28.07.08	17:00	20	0.5	0	100	7	22	B	day
Polyommatus semiargus	1	3	3	A	AEG13	A22610	29.07.08	14:10	25.5	1.5	20	20	10	20	B	day
Polyommatus semiargus	1	1	3	A	AEG18	A46500	30.07.08	11:50	25	2	30	0	6	30	B	day
Polyommatus semiargus	1	4	2	A	AEG22	A45310	25.06.08	10:45	26	1	30	10	10	40	B	day
Polyommatus semiargus	1	2	2	A	AEG26	A28932	26.06.08	12:30	23	1	10	70	15	11	B	day
Polyommatus semiargus	1	5	1	A	AEG30	A36956	30.05.08	13:45	24	1	0	80	35	30	B	day
Polyommatus semiargus	1	6	1	A	AEG30	A36956	30.05.08	13:45	24	1	0	80	35	30	B	day
Polyommatus semiargus	1	3	3	A	AEG36	A13124	31.07.08	11:10	22.5	0.5	30	0	3	35	B	day
Polyommatus semiargus	1	4	3	A	AEG36	A13124	31.07.08	11:10	22.5	0.5	30	0	3	35	B	day
Polyommatus semiargus	1	1	3	A	AEG37	A30361	29.07.08	17:00	24	1	20	40	5	25	B	day
Polyommatus semiargus	2	2	2	A	AEG43	A49542	24.06.08	17:30	25	1	30	30	30	50	B	day
Polyommatus semiargus	1	1	3	A	AEG45	A37099	02.08.08	16:40	24	1	15	50	7	30	B	day
Polyommatus semiargus	1	5	3	A	AEG45	A37099	02.08.08	16:40	24	1	15	50	7	30	B	day
Polyommatus semiargus	2	4	2	A	AEG49	A43953	01.07.08	14:30	26	1	30	20	10	10	B	day
Polyommatus semiargus	1	1	2	A	AEG49	A43953	01.07.08	14:30	26	1	30	20	10	10	B	day
Polyommatus semiargus	2	1	2	A	AEG49	A43953	01.07.08	14:30	26	1	30	20	10	10	B	day
Polyommatus thersites	1	1	2	A	AEG48	A43134	24.06.08	13:30	25	1	0	80	17	15	B	day
Pontia edusa	1	5	1	S	SEG47	S801	11.05.08	12:45	27	1	25	20	12	5	B	day
Pyrgus alveus	1	5	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	B	day
Pyrgus alveus Komplex	1	5	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Pyrgus alveus Komplex	1	4	2	A	AEG09	A43687	30.06.08	16:05	22	1	25	30	10	8	B	day
Pyrgus alveus Komplex	1	6	3	A	AEG26	A28932	03.08.08	14:15	24	2	20	40	15	10	B	day
Pyrgus malvae	1	6	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Pyrgus malvae	2	1	1	A	AEG25	A7116	25.05.08	11:45	19	1.5	10	70	15	7	B	day
Pyrgus malvae	2	1	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Pyrgus malvae	1	6	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Pyrgus malvae	1	1	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	B	day
Pyrgus malvae	1	2	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Pyrgus malvae	1	4	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Pyrgus malvae	1	5	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	B	day
Rhodostrophia vibicaria	1	4	3	A	AEG02	A39275	30.07.08	10:00	22	1.5	30	0	3	8	M	day
Rhodostrophia vibicaria	1	1	2	A	AEG07	A24854	27.06.08	10:00	19	2	25	40	7	7	M	day
Rhodostrophia vibicaria	1	3	2	A	AEG07	A24854	27.06.08	10:00	19	2	25	40	7	7	M	day
Rhodostrophia vibicaria	1	2	3	A	AEG19	A35463	28.07.08	14:30	23	0	0	70	1	15	M	day
Rhodostrophia vibicaria	3	5	2	A	AEG47	A35283	30.06.08	11:50	21	0.5	5	90	14	7	M	day
Rhodostrophia vibicaria	2	6	2	A	AEG47	A35283	30.06.08	11:50	21	0.5	5	90	14	7	M	day
Rivula sericealis	1	1	3	A	AEG20	A21699	05.08.08	09:40	18	0.5	5	90	2	25	M	day
Rivula sericealis	1	3	2	H	HEG08	H14707	13.07.08	13:30	18.5	1	0	100	25	30	M	day
Rivula sericealis	1	1	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	M	day
Rivula sericealis	1	2	1	H	HEG39	H20436	03.06.08	15:15	22	2	10	60	20	60	M	day
Rivula sericealis	1	4	2	S	SEG14	S1028	15.06.08	14:30	20	1	25	30	4	90	M	day
Rivula sericealis	1	1	2	S	SEG22	S999	16.06.08	12:00	17	0.5	15	40	4	100	M	day
Rivula sericealis	1	4	2	S	SEG22	S999	16.06.08	12:00	17	0.5	15	40	4	100	M	day
Scopula immorata	1	6	2	A	AEG09	A43687	30.06.08	16:05	22	1	25	30	10	8	M	day
Scopula immorata	1	4	3	A	AEG09	A43687	03.08.08	17:20	23	1.5	30	10	16	15	M	day
Scopula immorata	1	5	2	A	AEG22	A45310	25.06.08	10:45	26	1	30	10	10	40	M	day
Scopula immorata	1	3	2	A	AEG43	A49542	24.06.08	17:30	25	1	30	30	30	50	M	day
Scopula immorata	1	2	2	A	AEG47	A35283	30.06.08	11:50	21	0.5	5	90	14	7	M	day
Scopula immorata	1	3	3	H	HEG18	H16581	16.08.08	12:05	20.5	1	30	40	6	20	M	day
Scopula immorata	1	1	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	M	day
Scopula immorata	2	4	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	M	day
Scopula immutata	1	2	2	H	HEG08	H14707	13.07.08	13:30	18.5	1	0	100	25	30	M	night
Scopula immutata	1	2	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	M	night
Scopula immutata	1	3	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	M	night
Scopula immutata	1	6	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	M	night
Scopula immutata	1	2	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	M	night
Scopula immutata	2	5	2	S	SEG16	S706	16.06.08	13:20	21	1	15	60	5	130	M	night
Scopula ornata	1	5	1	A	AEG25	A7116	25.05.08	11:45	19	1.5	10	70	15	7	M	day
Scopula ornata	1	2	2	A	AEG25	A7116	29.06.08	16:10	26	1.5	25	10	18	12	M	day
Scopula ornata	1	5	3	A	AEG25	A7116	29.07.08	11:00	23	1	0	100	15	12	M	day
Scopula ornata	1	6	3	A	AEG25	A7116	29.07.08	11:00	23	1	0	100	15	12	M	day
Scopula ornata	1	2	2	A	AEG26	A28932	26.06.08	12:30	23	1	10	70	15	11	M	day
Scopula ornata	1	3	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	M	day
Scopula ornata	1	2	2	A	AEG47	A35283	30.06.08	11:50	21	0.5	5	90	14	7	M	day
Scopula ornata	1	2	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	M	day
Scopula rubiginata	1	4	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	M	day
Scopula rubiginata	1	6	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	M	day
Scopula rubiginata	1	6	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	M	day
Scotopteryx bipunctaria	1	3	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	M	night
Scotopteryx bipunctaria	1	4	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	M	night
Scotopteryx bipunctaria	1	5	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	M	night
Scotopteryx chenopodiata	1	1	3	A	AEG20	A21699	05.08.08	09:40	18	0.5	5	90	2	25	M	day
Scotopteryx chenopodiata	1	5	3	A	AEG20	A21699	05.08.08	09:40	18	0.5	5	90	2	25	M	day
Scotopteryx chenopodiata	1	4	3	A	AEG22	A45310	30.07.08	14:10	26.5	1	10	10	4	10	M	day
Scotopteryx chenopodiata	1	5	3	A	AEG28	A42175	01.08.08	13:45	24.5	2.5	5	90	17	18	M	day
Scotopteryx chenopodiata	4	1	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	M	day
Scotopteryx chenopodiata	4	2	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	M	day
Scotopteryx chenopodiata	3	3	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	M	day
Scotopteryx chenopodiata	6	4	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	M	day
Scotopteryx chenopodiata	3	5	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	M	day
Scotopteryx chenopodiata	5	6	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	M	day
Scotopteryx chenopodiata	1	4	3	A	AEG33	A41959	01.08.08	14:55	23	0.5	0	100	20	35	M	day
Scotopteryx chenopodiata	1	4	3	A	AEG43	A49542	30.07.08	16:20	25	0.5	10	50	5	13	M	day
Scotopteryx chenopodiata	1	1	3	A	AEG44	A33605	03.08.08	13:00	23	1	15	60	6	10	M	day
Scotopteryx chenopodiata	1	6	3	A	AEG46	A33626	02.08.08	15:40	24.5	1	10	70	4	15	M	day
Scotopteryx chenopodiata	1	2	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	M	day
Scotopteryx chenopodiata	2	1	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	M	day
Scotopteryx chenopodiata	2	2	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	M	day
Scotopteryx chenopodiata	2	3	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	M	day
Scotopteryx chenopodiata	2	4	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	M	day
Scotopteryx chenopodiata	2	6	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	M	day
Scotopteryx chenopodiata	1	1	3	H	HEG18	H16581	16.08.08	12:05	20.5	1	30	40	6	20	M	day
Scotopteryx chenopodiata	1	1	2	H	HEG19	H20606	15.07.08	09:40	19	2	30	0	8	25	M	day
Scotopteryx chenopodiata	1	6	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	M	day
Scotopteryx chenopodiata	1	2	3	H	HEG34	H30402	11.08.08	16:40	23	1.5	20	30	4	20	M	day
Scotopteryx chenopodiata	1	2	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	M	day
Scotopteryx chenopodiata	1	6	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	M	day
Scotopteryx chenopodiata	1	3	2	H	HEG42	H13708	15.07.08	11:25	21.5	2	20	60	15	25	M	day
Scotopteryx chenopodiata	1	2	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	M	day
Scotopteryx chenopodiata	1	6	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	M	day
Siona lineata	1	6	2	A	AEG32	A41172	01.07.08	11:30	23	1.5	30	10	15	70	M	day
Siona lineata	1	1	1	H	HEG10	H22151	01.06.08	12:00	24	1	25	40	8	100	M	day
Siona lineata	1	3	1	H	HEG14	H19568	01.06.08	15:00	25	1	30	20	10	100	M	day
Siona lineata	1	6	1	H	HEG14	H19568	01.06.08	15:00	25	1	30	20	10	100	M	day
Siona lineata	1	4	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	M	day
Siona lineata	1	1	1	H	HEG19	H20606	07.06.08	14:45	26	2	30	40	10	50	M	day
Siona lineata	1	6	1	H	HEG19	H20606	07.06.08	14:45	26	2	30	40	10	50	M	day
Siona lineata	1	4	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	M	day
Siona lineata	2	5	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	M	day
Siona lineata	2	6	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	M	day
Siona lineata	1	6	1	H	HEG45	H20258	06.06.08	14:15	22	3	20	30	15	30	M	day
Spialia sertorius	1	2	1	A	AEG26	A28932	25.05.08	15:45	18	2	15	80	6	7	B	day
Spialia sertorius	1	5	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	B	day
Spialia sertorius	1	2	2	A	AEG27	A40320	30.06.08	13:45	23	1	5	50	25	15	B	day
Spialia sertorius	1	4	1	H	HEG44	H20215	04.06.08	12:20	22	3	20	30	5	10	B	day
Spiris striata	2	1	2	A	AEG07	A24854	27.06.08	10:00	19	2	25	40	7	7	M	day
Spiris striata	2	4	2	A	AEG07	A24854	27.06.08	10:00	19	2	25	40	7	7	M	day
Spiris striata	2	5	2	A	AEG07	A24854	27.06.08	10:00	19	2	25	40	7	7	M	day
Spiris striata	4	6	2	A	AEG07	A24854	27.06.08	10:00	19	2	25	40	7	7	M	day
Spiris striata	1	1	2	A	AEG26	A28932	26.06.08	12:30	23	1	10	70	15	11	M	day
Spiris striata	2	6	2	A	AEG26	A28932	26.06.08	12:30	23	1	10	70	15	11	M	day
Thymelicus acteon	1	3	3	A	AEG07	A24854	29.07.08	15:25	26	1	20	40	12	10	B	day
Thymelicus lineola	1	3	3	A	AEG01	A19557	28.07.08	16:15	23	0.5	0	90	2	20	B	day
Thymelicus lineola	1	4	3	A	AEG04	A31160	03.08.08	11:00	22	0.5	0	90	1	30	B	day
Thymelicus lineola	1	5	3	A	AEG06	A34651	02.08.08	17:20	23	0.25	25	60	1	25	B	day
Thymelicus lineola	1	1	3	A	AEG09	A43687	03.08.08	17:20	23	1.5	30	10	16	15	B	day
Thymelicus lineola	1	4	3	A	AEG12	A20771	28.07.08	17:00	20	0.5	0	100	7	22	B	day
Thymelicus lineola	1	5	3	A	AEG13	A22610	29.07.08	14:10	25.5	1.5	20	20	10	20	B	day
Thymelicus lineola	1	5	3	A	AEG17	A46114	30.07.08	15:20	26.5	1.5	25	10	20	25	B	day
Thymelicus lineola	1	1	2	A	AEG28	A42175	01.07.08	10:00	22	2	30	0	25	12	B	day
Thymelicus lineola	1	2	2	A	AEG30	A36956	28.06.08	10:00	20	1	5	90	15	50	B	day
Thymelicus lineola	3	6	2	A	AEG30	A36956	28.06.08	10:00	20	1	5	90	15	50	B	day
Thymelicus lineola	1	6	3	A	AEG30	A36956	05.08.08	13:40	20.5	1	10	70	1	7	B	day
Thymelicus lineola	2	1	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	B	day
Thymelicus lineola	2	4	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	B	day
Thymelicus lineola	2	6	3	A	AEG32	A41172	01.08.08	09:45	22.5	0.5	10	80	15	40	B	day
Thymelicus lineola	1	2	3	A	AEG37	A30361	29.07.08	17:00	24	1	20	40	5	25	B	day
Thymelicus lineola	1	3	3	A	AEG37	A30361	29.07.08	17:00	24	1	20	40	5	25	B	day
Thymelicus lineola	1	6	3	A	AEG41	A28088	03.08.08	12:00	22	1	10	90	4	30	B	day
Thymelicus lineola	1	6	3	A	AEG43	A49542	30.07.08	16:20	25	0.5	10	50	5	13	B	day
Thymelicus lineola	1	3	3	A	AEG44	A33605	03.08.08	13:00	23	1	15	60	6	10	B	day
Thymelicus lineola	1	4	3	A	AEG45	A37099	02.08.08	16:40	24	1	15	50	7	30	B	day
Thymelicus lineola	1	1	2	H	HEG04	H20510	07.07.08	10:30	21	2.5	15	80	1	6	B	day
Thymelicus lineola	1	5	2	H	HEG04	H20510	07.07.08	10:30	21	2.5	15	80	1	6	B	day
Thymelicus lineola	1	2	2	H	HEG07	H12850	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Thymelicus lineola	2	2	2	H	HEG08	H14707	13.07.08	13:30	18.5	1	0	100	25	30	B	day
Thymelicus lineola	2	3	2	H	HEG08	H14707	13.07.08	13:30	18.5	1	0	100	25	30	B	day
Thymelicus lineola	1	3	3	H	HEG08	H14707	07.08.08	13:00	28.5	1.5	30	0	3	40	B	day
Thymelicus lineola	1	4	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Thymelicus lineola	2	6	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
